specindex
-1.664633553
-1.546446785
-1.309831985
-1.281891691
-1.248483139
-1.634182725
-1.222755402
-2.571041871
-1.317114033
-1.475517084
-2.302808996
-1.784759915
-1.8128039
-1.372687845
-1.351228801
-1.275591169
-1.368296181
-1.505920995
-1.288977431
-1.241591289
-2.372754368
-1.547794657
-1.23990714
-1.236788258
-1.327145792
-1.386890483
-1.267775149
-1.571060846
-1.396439553
-1.257355806
-1.220015387
-1.813019738
-1.454158437
-1.314022221
-4.782596063
-1.772921245
-1.817774422
-2.263012034
-1.256678165
-1.235643821
-1.763280858
-1.268969038
-1.475049692
-1.94915574
-1.288178897
-1.642814975
-1.928997164
-1.916795676
-1.273084848
-1.492656538
-1.350336984
-1.577003488
-1.364311816
-1.585383704
-1.393023755
-1.395812336
-1.561006066
-1.282081935
-2.39637008
-1.786466895
-1.616285375
-1.822181979
-1.449077421
-1.255939182
-1.57839753
-1.366331691
-1.527589028
-1.448666425
-1.357404367
-1.703528387
-1.352388746
-1.373292969
-3.978585332
-1.23022494
-1.236212896
-1.42424575
-1.26025998
-2.321186081
-1.259430661
-1.237772272
-1.272627282
-1.77767391
-1.258053818
-1.398686843
-1.578166155
-1.241454667
-1.38401331
-1.312996036
-1.215231614
-1.553791658
-1.281608292
-1.304215071
-1.356447526
-1.307160307
-3.380048381
-1.60534038
-1.480494078
-1.225539402
-1.491796956
-1.308956496
-1.3270089
-1.290123397
-1.493452826
-3.651523417
-1.30797892
-1.318610349
-1.238115673
-1.304145267
-2.780629071
-1.297552991
-1.450048953
-1.228910067
-1.676003738
-1.207447106
-1.531811168
-1.790080244
-1.27715261
-1.719361007
-1.409366744
-1.207825169
-1.56267257
-1.204514007
-2.882375666
-1.337119289
-1.397192206
-1.245517976
-2.076197352
-1.213555482
-1.669383365
-1.913667837
-1.366686148
-1.742004504
-1.252913905
-1.701008816
-1.589016069
-1.422524065
-1.317566238
-1.919391463
-2.105439485
-1.40672996
-1.252592819
-1.338179391
-1.502755676
-2.891562986
-1.413049695
-1.230208316
-1.759185841
-1.392767693
-1.803979367
-1.311109518
-1.524817309
-1.387342902
-2.357302205
-1.628357074
-2.623914795
-1.737344788
-1.71662965
-2.852052038
-1.342486341
-1.233026701
-1.534385594
-1.233503748
-1.202638901
-1.278015608
-1.225783245
-1.435739741
-2.146250904
-1.508595033
-1.217574259
-1.460329238
-1.448350135
-3.153504537
-1.42846366
-1.651304316
-1.596454064
-1.41246581
-1.64909975
-2.941128779
-1.711020806
-1.763208072
-1.274043299
-1.576811353
-1.595046763
-2.227105789
-1.69184251
-3.38495975
-4.294104713
-1.233249037
-1.359580982
-1.671156831
-1.535306261
-1.820748123
-1.222824944
-1.228058064
-2.059327002
-1.224671262
-1.571572315
-1.383940915
-1.28545162
-1.351926364
-2.100138905
-1.480000929
-1.596567032
-1.672874548
-4.211468501
-4.430804605
-1.209673602
-1.420837756
-1.852376605
-1.302563191
-1.388329017
-4.375396521
-1.968719582
-1.381023576
-1.866026986
-1.374699941
-1.25493364
-1.269897246
-1.241842708
-1.991874838
-1.277722759
-1.380354675
-1.46953623
-2.096879822
-1.539539929
-4.951951838
-3.154166711
-1.576612633
-1.731878051
-1.539387275
-1.259487692
-2.088412388
-1.208226339
-2.154687935
-1.779969712
-1.553649463
-1.376385711
-1.551203037
-1.474250553
-1.204676385
-2.174163709
-1.309562751
-1.209808422
-1.679373469
-1.659967133
-1.366284952
-2.915299041
-1.900198267
-2.388429449
-1.69483385
-1.2096653
-1.709520877
-1.382592854
-1.201001557
-1.422557246
-1.358321962
-1.396292472
-1.335450083
-3.771977475
-2.766714034
-1.263765902
-1.641857934
-1.531865544
-1.926252075
-1.646248979
-1.299715798
-1.681947046
-1.255293615
-1.225513466
-1.384996032
-2.228327777
-1.394477299
-1.388606099
-2.211698432
-1.356027761
-1.534776304
-2.184459183
-1.282645271
-2.257727506
-1.297041786
-1.647833032
-1.456891126
-1.330597709
-1.281085399
-1.442018546
-1.778706111
-1.232053661
-3.714597025
-1.393455901
-1.683424092
-1.3808748
-1.94289395
-1.495412614
-1.430675408
-1.591485111
-1.84773994
-1.306673802
-2.533191508
-2.973637164
-1.323718558
-1.828251955
-1.842585181
-5.321127471
-5.799808259
-1.211036868
-1.245618127
-1.380375191
-1.492509384
-2.152010074
-1.629459192
-1.358671248
-1.274873657
-1.360756179
-1.805251561
-1.432108429
-2.073451405
-1.390727065
-1.248660105
-1.231222179
-1.332942395
-1.263459926
-1.765739883
-1.36473174
-1.834172169
-1.355619897
-1.245853277
-1.339823936
-1.347713629
-1.213811716
-1.229570726
-1.426660486
-1.621354876
-1.591722981
-1.429933059
-1.417116805
-1.365839804
-1.522883287
-1.520578014
-1.258509224
-1.298363819
-1.201870939
-2.130007755
-1.339423642
-1.458304981
-1.311573293
-1.208656126
-1.844389944
-1.24474853
-1.806574337
-2.034370269
-1.459508326
-1.311696903
-1.778263113
-1.474269259
-1.372045035
-1.507454072
-1.298318801
-1.355302417
-1.214189475
-1.302139456
-1.290142145
-1.629131284
-1.651560914
-1.888509391
-1.441573598
-1.548492487
-1.321452283
-2.797580544
-1.41759884
-1.694878954
-1.31940582
-1.825642406
-1.35359343
-1.82196458
-1.239601724
-1.497191509
-1.273511615
-1.215642795
-1.468578652
-2.850739313
-1.236320645
-1.225606489
-1.22814187
-2.014396436
-3.307987833
-1.28466739
-1.339053088
-1.394284077
-2.478997116
-1.327876684
-1.252175473
-1.21138239
-1.633687719
-1.216449698
-1.310002308
-1.623858399
-1.405133176
-1.377573547
-1.953768006
-1.820810225
-2.297004426
-1.284127433
-1.246901782
-1.656592971
-2.110493978
-1.242696096
-1.68294608
-1.280279013
-1.369404732
-1.28962602
-2.795755543
-1.788983607
-1.312242912
-1.241126611
-1.37570709
-1.219913793
-1.510891309
-1.27892015
-1.502961706
-1.274775513
-1.205480422
-1.367735808
-1.313071215
-1.359110872
-1.315074809
-1.216205746
-1.349793181
-1.541942577
-2.360347172
-1.47638172
-2.487358049
-1.857017143
-1.404450812
-1.417224908
-1.419575345
-1.425470162
-1.29184617
-1.240860176
-1.37949604
-1.895576599
-1.444842865
-1.312534559
-1.415244045
-1.226655281
-2.746540869
-1.492401832
-1.23840686
-1.29120863
-1.240213988
-1.363976406
-1.698250292
-1.284112754
-1.24749219
-1.625120938
-2.60503086
-2.931812546
-1.951785525
-1.217984426
-1.374422785
-2.189839923
-1.589892031
-2.359759249
-1.556840227
-1.747953197
-1.448342283
-1.352273724
-1.214171626
-1.702615973
-1.584670976
-2.295394194
-1.708195324
-1.307932714
-1.247139292
-1.319871739
-2.323578643
-1.479476833
-1.291965838
-1.312465722
-1.273151747
-1.717314918
-2.6436437
-1.490615581
-1.378454601
-1.259325869
-1.631327552
-1.525998064
-1.45925791
-1.228800334
-1.20573214
-1.30379072
-2.055932707
-1.480741118
-1.319574923
-1.311042082
-1.685195032
-1.202139314
-1.368276926
-1.325562007
-1.242856296
-1.791532226
-1.223564264
-1.389418707
-1.838187085
-1.77873018
-1.227002974
-1.248700063
-1.935903883
-2.346852576
-1.613555586
-1.5248548
-3.238793225
-1.232667619
-1.348547626
-3.056771584
-1.276340708
-1.502254189
-1.224302343
-1.663394354
-1.369856743
-2.887194646
-1.293604129
-1.674424872
-1.370249317
-2.12325757
-1.801469865
-2.27664092
-1.393856102
-1.318974428
-1.505758039
-1.379540094
-1.518729561
-1.627007492
-1.459732773
-1.353878905
-1.517802025
-1.453088985
-1.209954386
-1.676653027
-1.426684427
-2.938144276
-1.634501818
-1.461015641
-1.251593517
-1.337041148
-1.812106086
-1.447683726
-1.719687938
-1.213203114
-1.516157099
-1.255104706
-1.40026162
-2.204963762
-1.206539345
-1.232069781
-2.007091836
-1.365322228
-1.451211434
-1.221316352
-1.649776022
-1.211238073
-3.117335639
-1.2326313
-1.296030115
-2.671118901
-1.283554361
-1.358747694
-2.309560569
-2.196364006
-1.26342211
-2.063934284
-1.898298798
-1.226044394
-1.236731847
-1.418904896
-1.667579942
-1.548017382
-1.291376701
-1.362591355
-1.43826848
-1.556805199
-1.201896107
-1.405924473
-1.243613734
-1.244455437
-1.734801426
-1.439406535
-1.247097811
-1.298859976
-1.90596772
-1.968929169
-2.188480132
-1.253031645
-1.724636348
-1.713312507
-1.633314182
-2.139707871
-1.525256585
-1.360270387
-1.344796608
-1.226675139
-1.438201556
-1.476249966
-1.591167505
-1.947679141
-1.328343301
-1.268053995
