325.0978,1578.6,223.2
373.9260,1194.9,138.4
422.7541,959.3,71.4
471.5823,591.2,98.0
578.4183,570.85,53.15
627.2465,461.35,34.35
676.0746,550.55,31.95
724.9028,395.00,45.15
788.66,323.16,207.92    
1047.0,1146.3,454.72 
1256.67,90.96,12.61 
1280.65,60.41,15.35  
1379.5,164.02,46.0
