150,58795.536853,11.4113270928677,0.000482090,3.3753e-06,70,80,220
400,58794.569740,11.4113384362000,-0.00021025,1.98949214594e-05,100,350,550
1019,58795.401182,11.4104759434401,-0.0010341,0.0017225,320,704,1334
1856,58795.401182,11.4075399329034,-0.0039701,0.00087875,512,1334,2368
3200,58795.401182,11.3966191053864,-0.0148910,0.0042708,832,2368,4032
1019,58796.45854,11.4098741786646,-0.00163580,0.00045725,320,704,1334
1856,58796.45854,11.4108031739166,-0.00070683,0.0013992,512,1334,2368
3200,58796.45854,11.3974923951067,-0.01401800,0.0039866,832,2368,4032
